,User,Date Created,Tweet
7852,avoyaeger,2022-12-07 23:42:52+00:00,@tanyakanrl wasaf adalah aplikasi yang paling sering memicu anxiety
7853,cutieslix,2022-12-07 23:41:43+00:00,Tiap hari rasanya kok ada anxiety 😭
7854,aqilahruganuu,2022-12-07 23:40:28+00:00,"Hati berdebar, rasa x sedap hati ja and start berfikir negative akan ada something bad gonna be happen bila dah bangun tidur. Is it anxiety?"
7855,iinnzzzzz,2022-12-07 23:27:59+00:00,"Katanya setelah patah hati terhebat akan datang sosok yg sayang bget sama kita.apakah sy percaya? Apa orng ""tulus kek dia harus jadi tamen buat orang""seperti kita? Ahhh shitt nyatanya saya akan tetap berfikir Issue  dari akibat anxiety di masa lalu."
7856,hsyantiikk,2022-12-07 23:27:28+00:00,Akun ini khusus makanan dan percobaan masak memasak aja ya… segala sampah curhatan anxiety guah di akun gembokan ajah 🤣🤣🤣
7857,iinnzzzzz,2022-12-07 23:26:44+00:00,"Katanya setelah patah hati terhebat akan datang sosok yg sayang bget sama kita.apaKah sy percaya? orng ""tulus kek dia harus jadi tamen buat orang""seperti kita? Ahhh shitt nyatanya saya akan tetap berfikir Issue  dari akibat anxiety di masa lalu."
7858,YourExIsShit,2022-12-07 23:10:20+00:00,"dah lah penat kerja, tak boleh tidur. anxiety lagi. betul betul pakej"
7859,andanovia,2022-12-07 23:08:46+00:00,"@ayayaiy Dl ak suka ovt mikir besok bakal gimana gt2, efeknya bikin anxiety sendiri sama ga nikmat lah. Abis curhat ke guru ngaji, cuma dijawab ""km ngapain mikir hal yg belom kejadian? Emang bakal seperti itu? Gak tentu kan?!""
Dr situ mulai rileks, ga mau mikir jauh2 bgt"
7860,Nsrvll,2022-12-07 22:44:38+00:00,"yea. anyways mana yang ada mental health issues tu like anxiety, depression and more please cari someone untuk korang luahkan perasaan and someone yang akan ada untuk korang. aku lain, aku lelaki depress macamana pon takde siapa kisah 😓"
7861,4plan23terwujud,2022-12-07 22:32:45+00:00,"Gak semua sulung itu ngerasain hal gini, ya. Ada tuh sulung yang pundungan, mental anak 2000 an banget lah. Dikit2 inner child, kalo plg bilang anxiety lah. Padahal ke rmh cuma setahun skali doang tapi malah buat pikiran orang tua. 🤣"
7862,CforeverB614,2022-12-07 22:31:29+00:00,Lgsg kena anxiety klo abis gacha tuh.. Primo msh lumayan tp gk tenang brasa sedikit🤣🤣🤣help
7863,kueikannyjisung,2022-12-07 21:58:18+00:00,"@raahmrk Ra anxiety tuh apa, tenang yaa ra"
7864,KAHS9402,2022-12-07 21:37:49+00:00,"Pura pura happy depan orang, balik rumah anxiety, depression. Dah nak subuh pun tak tidur tidur sebab fikir kau ja."
7865,raahmrk,2022-12-07 21:14:48+00:00,km pernah ga sih bangun tidur tbtb anxiety mu kambuh? kekkk anjingggg ak blm apa apa aja cape banget bajingan
7866,bukantaherr,2022-12-07 20:54:59+00:00,Ada yang tau nyembuhin penyakit mental yaitu anxiety disorder.
7867,rkivecan,2022-12-07 20:45:29+00:00,Anxiety dan overthinking mari kita berteman malam ini https://t.co/WI6zh7g1c4
7868,f1rz3,2022-12-07 20:45:09+00:00,@Dz_Hil boleh thu ape benda tu ? sebab aku dah 2-3 thun dah dok asyik kena attack je dgn anxiety
7869,Lund29026086,2022-12-07 20:29:24+00:00,@ColorsTV @BeingSalmanKhan nimrit anxiety ka bahana bana kar kuch bhi nahi karti padi rehti hai biased bigg boss god me khila rahe hai big shame for her STOP TARGETING ANKIT
7870,takecareofskinn,2022-12-07 20:25:38+00:00,"@Al__Quraan My palipitations and anxiety gone due to Tahajjud.

Alhamdulillah

May Allah bless us all."
7871,egoismaria,2022-12-07 20:16:28+00:00,"@FUCKMASHlRO noooo Kanye-nyan!!! (´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)
*gets teary eyed bc separation anxiety* 
h-hope we get to hang soon and go on a picnic… sleep well!!! g-goodnight https://t.co/1j0sDG7ojy"
7872,NtshepyK,2022-12-07 20:12:12+00:00,"@orenstama_Bw Kego boleletse gore anxiety gaempone, my favorite young master otloga a bolawa. Keye e fedile go tlhakatlhakane 🥹🥹 
But it's a brilliant series, di 10 ke soon 🥳🥳🎉"
7873,tokobungaaaa,2022-12-07 19:42:39+00:00,mereka mana tau rasanya ketika anxiety kambuh bebarengan sama mimisan.
7874,bestawayss,2022-12-07 19:21:31+00:00,"Hari ku cuma di penuhin anxiety yg bikin orang lain ga nyaman sm pemikiran ku sendiri. Kadang bingung harus nanggepin gimana klo udah kayak gitu.

Cuma bisa terus nyalahin diri sendiri klo aku emang gampang anxiety ke semua orang. (Setelah kejadian itu).

Tp aku bisa kok🥀🤍"
7875,cecebebby,2022-12-07 19:20:59+00:00,"@aldigunawanreal Aku pernah diginiin hahaa.. Tp bulshitt doi cuma butuh gw pas dia lg butuh aja, bedanya ketika i feel so lonely or anxiety dia ga ada. But emg dia bukan orang yg tepat aja. Dan kita lihat seberapa jauh orang baru ini bisa menemaniku sampai mana"
7876,aldinorfel,2022-12-07 19:12:32+00:00,"“gw kena anxiety nih, soalnya tiap malem begadang gabisa tidur mikirin masa depan” anxiety ga gitu su asu"
7877,RupaliM50824636,2022-12-07 18:37:38+00:00,"@Priyanka_Astra @simplysimple23 Nimmo… Sudhar jao. Galati se neutral audience BB ke bahar mil gayi aur ye sab harkato pe tumko kuch bol diya na, to anxiety rukegi nahi. Bahar to BB bhi nahi honge @myGlamm ki tarah unfair reward dene. 🤣🤣
#PriyankaChaharChoudhary"
7878,Najihahash,2022-12-07 18:37:05+00:00,"Seumur hidup aku pergi gig , kali ni aku rasa diorg lompat lompat bergego . Aku ingat aku dah nak pengsan 🤣 , siak betul nasib tak kene anxiety attack ."
7879,kiyamusibathai,2022-12-07 18:32:08+00:00,"Sar phatt raha hai, 2 dafa dawa kha chuki hun, stress or anxiety bhi ho rahi hai"
7880,Usama___Hun,2022-12-07 18:28:59+00:00,"Agr sab dukh, depression, anxiety 
mein hain toh bc khush kon hain."
7881,Taimoor_Niazii,2022-12-07 18:27:00+00:00,"@Ibraheeeeem92 Anxiety ne sir pr patti bandh rakhi hn na...
😊"
7882,ccocomlk,2022-12-07 18:03:51+00:00,"gue beneran anxiety buat besok, ga sadar ngerangkum materi sampe kepala cenat cenut😭"
7883,saodahwell,2022-12-07 17:59:55+00:00,udah beberapa hari ini off wa🥺 anxiety mau buka wa tapi dari kemaren banyak pesan masuk🥺 https://t.co/bNvtHVBdPl
7884,kenichiro1015,2022-12-07 17:52:40+00:00,Yung situation na hirap na hirap kna tpos wala kang masandalan at maka usap 🥺#Problems #anxiety #stressed
7885,azzamorr,2022-12-07 17:52:31+00:00,"@ridwanfadilah ngopi weh sing loba meh anxiety, jadi rame di otak"
7886,AbhijeetBaksh11,2022-12-07 17:43:31+00:00,"@JThakers Nimrit ne khaali anxiety and depression wale emotion dikhyae hh
Shiv real me jee raha h bb"
7887,azwaosman2,2022-12-07 17:22:14+00:00,@fahmi_fadzil @yasminazhann for the 1st time bila baca komen dekat twtr ni mcm kena anxiety pasal rtm dan tv3 bagi airtime dekat pembangkang kaw2
7888,glittrylily,2022-12-07 17:19:38+00:00,cikgu macam ni la saya jadi anxiety nak mampus masa buat lesen 😭
7889,ninietang143,2022-12-07 17:14:57+00:00,"Aku ni takda pun depression atau anxiety. Tapi kenapa aku act like I do have those eh? 
🤣🤣

Attention seeker detected ✅

Tapi semua berlaku kat IG jaaa. Tapi kenapaa? Kenapa aku emooo ja kalau kat IG ehhh??? Aku tak fahammmm."
7890,ssheiseIectric,2022-12-07 17:07:38+00:00,"Bjir malem ini ga diserang anxiety, saking gg nya gua ampe anxiety aja takut dateng lg (becanda plis jgn dateng lg nyusahin lu)"
7891,hidayahdensumit,2022-12-07 17:00:23+00:00,"Everyday nak nangis gi hospital dengan anxiety clerking, anxious nk kena jumpa HOD, setiap hari doa “harap x kena maki lagi”. Penat lah"
7892,SyarifahMurni,2022-12-07 16:55:55+00:00,@aqlhznl Bahahahhaha legit tahu takpeee. Slrg dah ada anxiety. Bila tgok balance tng rm20
7893,m00000nnnnn,2022-12-07 16:40:42+00:00,"[Overthinking] Jadi kegiatan yang sama tapi bisa menghasilkan sesuatu yg positif/bermanfaat, tapi juga bisa menghasilkan beban pikiran/anxiety"
7894,amnzha,2022-12-07 16:36:34+00:00,@elysianlymine AKU TENGOK FAREEZ MAIN BOLA TAPI AKU ADA SOCIAL ANXIETY AND AKU TAK SUKA TEMPAT BANYAK LELAKI AKU AKU NAK MAMTITIIII
7895,lailatulhawa,2022-12-07 16:34:26+00:00,"Tkboleh lupa bila kene anxiety dekat public. Ya Allah taktahu nak lari mana, nak buat apa 😭 Semua jadi mcm blank + kelam kabut"
7896,chsonlyone,2022-12-07 16:22:53+00:00,"Bikin project yang ga sesuai dgn kenyataan hari ini. Emg bkln terjadi pro-kontra. Tp dibalik apa yg kita rasain mreka lbh ngerasain sakitnya. Terutama leader. Ngerasa bersalah, ngerasa gagal, back to anxiety. Terkadang ego fans ngalahin semuanya."
7897,Saifvin,2022-12-07 16:21:10+00:00,"Yha pe kisko driving anxiety hai kya? Meri toh life hi khrab kar rakhi hai is chiz ne 10 saal se, drive bhi karta hu toh bilkul lodu ki tarah, night me toh ghanta kuch nhi dikhta, 
Pta nhi aage kese manage krunga"
7898,birdiebirrrd,2022-12-07 16:14:47+00:00,anxiety level : badan shaking sampe engga bisa nangis
7899,sukar_ia,2022-12-07 16:11:48+00:00,Aku jadinya mau pergi sm nopalnya weekday. Soalnya kalo banyak org suka anxiety anjing gue
7900,sosisbaksoenak,2022-12-07 16:09:07+00:00,"Mikirin besok ada rasa seneng, penasaran, gegap genpita tp langsung keinget ada juga yg bikin anxiety, stress, takut. Rasanya mo muntah skrg krn campur aduk"
7901,Dioarrd,2022-12-07 16:04:47+00:00,hadeh terulang kembali anxiety yang satu ini
7902,NeonRetroNipz,2022-12-07 16:02:55+00:00,Okay whatever I no time ah anxiety² hahaha malas nak layan eh anxiety. Not the time. Come on Syimsz besok mama birthday. Present pun belom wrap hanat jgn layan anxieeetyyyyy. Tulis je card tu walaupun tangan menggeletar.  Jgn tak buat.
7903,kurtjasont_,2022-12-07 16:01:12+00:00,:/ waktu kuliah duit gua abis karna tarot soalnya pertama kali diajakin dan beneran kejadian atau sesuai jadinya keterusan karna wktu itu sempet anxiety
7904,ndzerrrr,2022-12-07 15:58:46+00:00,"@ThorDDDD @EppyFizul @anwaribrahim @saifnasution @fahmi_fadzil @SanyHamzan Kan😨
Rasa mcm nak terkena anxiety pun ada dah ni 
sbb mmbygkan mungkinkah Kerajaan berPMkan @anwaribrahim  ini cuma dpt kita di
nikmati dlm masa sekejap cuma🥺"
7905,bbyoongiez,2022-12-07 15:54:11+00:00,Fuckk anxiety gw gk separah ini biasanya
7906,anveshaaah,2022-12-07 15:52:10+00:00,@gauravsinghh_ @thatbangalorekd kya aapko meri anxiety dikhai de rahi hai?
7907,juringiggles,2022-12-07 15:47:52+00:00,Aku ni kalau ikut sangat social anxiety tak sampai seminggu boleh mati kot 😭
7908,Revendrigovind1,2022-12-07 15:46:23+00:00,"@HeartLe73279925 @BiggBoss_Tak To tumhara mtlb h apne ap ko nominate krake wo gautam saundarya ko bachaati... arey bhaai aankhe kholo sumbul ke rishtedar to nh ho..senseless baseless baate kr rhe 🤣🤣 
Bb jitne aye hain yha priyanka archana 
Shiv nimmo ki tarah anxiety ka rona rone ni aaye..."
7909,Mymiracleday_,2022-12-07 15:38:22+00:00,@kucinggoyangi Kasian sih yang jadi korban manipulasinya sampe kena anxiety...
7910,mightbesambat,2022-12-07 15:31:47+00:00,Yg bener anxiety si
7911,csrafn,2022-12-07 15:24:50+00:00,"I just got message from ""toxic crazy lover"" yang beberapa bulan lalu said that dia udah cukup buat ngejar aku. I was so happy and lega banget. Akhirnya setelah bertahun tahun lepas juga. Selama bertahun tahun gak tenang, anxiety."
7912,natadecocoth,2022-12-07 15:23:56+00:00,Anxiety sampe mau muntah 😖
7913,radishaaaa_,2022-12-07 15:23:31+00:00,dang rasa macam salah tempah seat la untuk lusa ni😀 kita dahla first time nak jejak panggung. takut sesat tak jumpa hall pulak. pastu ada anxiety kat crowds. hmm harap ok2 je la tengok movie nanti
7914,alephhhw,2022-12-07 15:16:32+00:00,@dianosaurj Nak buat camne suruh lah anxiety ni pergi kat orang lain. Penat hari2 kena hadap
7915,didwellurs,2022-12-07 15:07:47+00:00,sgt excited menunggu tahun dpn yet sgt anxiety mengingat blm semhas
7916,clingyygurllll,2022-12-07 15:03:16+00:00,nyisa seminggu lg tp gue malah anxiety bgt sampe degdegan ga pede buat keluar dr zona nyaman lg😭
7917,YaakamuajaHan,2022-12-07 15:01:22+00:00,ngurangi anxiety mainnya kutek sayy  :)
7918,shahril_omar,2022-12-07 14:55:59+00:00,Kenapa mesti nk ada citer wanita beranak dlm penjara then anak kena pisah plak ni.. Benci la citer mcm ni trigger emosi aku yg ada seperation anxiety.
7919,heec4rtt,2022-12-07 14:55:54+00:00,@Y4NGME0W kaya nga eh 😭 di na kinakaya ng anxiety ko yung tix selling sa sat!!!!
7920,ilychanyeolpark,2022-12-07 14:55:37+00:00,Huhu maaci for reassuring mt anxiety. Seneng bgt
7921,norzafirah11,2022-12-07 14:44:45+00:00,Ade masalah lebih berat lagi nk kene pker ... Bende kecikk bila dibesarkan boleh anxiety..
7922,minahil1o,2022-12-07 14:42:47+00:00,Sendups sa pehlay wali anxiety shuru hogai hai!!
7923,sushitrss,2022-12-07 14:42:32+00:00,Emak bapak gue gmn bisa dewasa tanpa anxiety ya? Kenapa mentalnya baik baik aja
7924,Ana_Ike,2022-12-07 14:38:20+00:00,@miakucink @ohmybeautybank Sampe kena anxiety cuma gara2 googling. Kzl bener. Sampe diketawain ama dokter. Tapi kadang suka iseng masih googling cuma ya sama aja pasti bikin stress bacanya ☹️
7925,flyingpriya,2022-12-07 14:21:12+00:00,@TejRanGoals11 @relyshrestha07 BC Meko kyu separation anxiety ho rahi hai
7926,Jangmirse,2022-12-07 14:19:37+00:00,"@adammahardhika Gerd udah, anxiety udah, depresi jg udah, alergi nyamuk sih. Tp beberapa kali pas dingin jg gatel juga, asap udah dari dulu. Lebih ke batuk² kl kena asap :)"
7927,yenitweetyyyy,2022-12-07 14:18:06+00:00,"aku kira aku cuma anxiety ternyata punya sakit jantung juga. wkwk ya allah ada - ada aja. mudah2an aku bisa sehat , panjang umur, aminnnn"
7928,amoranteau,2022-12-07 14:00:49+00:00,"gk dlu y, nnti anxiety gue kambuh kan bahaya"
7929,usher_ly,2022-12-07 13:58:23+00:00,"dah mental gue capek, rasanya sekarang lebih parah dari tahun2 kemarin. kek exhausted anxiety balik lagi, tremor lagi. ya allah kapan ya bisa bahagia, bentar aja"
7930,bukhrin,2022-12-07 13:54:41+00:00,@amirizzuan Problem jantung dah settled hospital last october and sakit dia rasa lain 😂😂. Yg ni anxiety attacks start kena dari masa bapak aku ninggal dulu tu.
7931,shuttleark,2022-12-07 13:51:14+00:00,@lacostinaaa @sindyamani Enak kok anxiety di dalem lambo 🫵
7932,sansayang123,2022-12-07 13:50:43+00:00,"Dah risau ye anak2.. Hujan lebat.. Air sungai naik.. Kalau jadi mcm tahun lepas, entahla.. Lama masa nk recover mild depression and anxiety.. Duduk kl, rumah pahang banjir sampai atap for the first time.. Tak terbayang family masa tu.. Sedih ingat semula"
7933,anxiety_say2,2022-12-07 13:40:23+00:00,oo mahal kita pero kapag pinaramdam mong wala lang ako sayo pasensya na ginaya lang kita😔
7934,balqisamanan,2022-12-07 13:40:21+00:00,@by070820 @KucingGangster_ Boleh ja untuk kesihatan umum. Saya pun takde anxiety apa suma tu. Saja ambil untuk buang angin dlm badan. Rupanya dia efek sekali untuk kekal tenang. Haha
7935,prikichann,2022-12-07 13:39:21+00:00,makasii udh dtg trs bikin anxiety gw ilang tp skrg² ini muncul lgi knp yaa :(
7936,hasnandry,2022-12-07 13:36:00+00:00,"@SUNDA_FESS heartburn, anxiety, engap sumpa aslam ga enak bgt"
7937,Cressecen,2022-12-07 13:33:06+00:00,"dari nenekku masuk rumah sakit, hidupku penuh dengan worry dan anxiety. bener2 ga nafsu melakukan dan makan apapun🥲"
7938,welcometoyoutoo,2022-12-07 13:29:12+00:00,Semakin besar penyakit anxiety ni makin menjadi jadi ann
7939,CoffeeChahiyee,2022-12-07 13:24:48+00:00,@Bajwa1Amna Tm milo sahi tmhari anxiety nikalun😂😂😂😂
7940,AmnAhoon_____,2022-12-07 13:21:14+00:00,@CoffeeChahiyee Qasam sai tension anxiety ho rhi bus sharam nahi a rahi😂😂😂
7941,aalterdee,2022-12-07 13:10:56+00:00,"@tanyarlfes Ini temenku nder, dia ada anxiety disorder dari lama dan setiap kambuh selalu ada keinginan buat su*cide dan selalu self harm, nampar diri, jedotin kepala sampe sayat tangan. Akhir2 ini dia nemuin ketenangan, dari Sholat, Baca Al-Quran dan ngurus kucing. Semoga kamu juga dapet ya https://t.co/6GcMjPL2xz"
7942,dyanrlagmi,2022-12-07 13:08:28+00:00,Stranger anxiety. Nyata adanya😩 duh nak ga sangguplah mima kalo ketemu orang harus sampe berderai air mata dulu🥲
7943,syvzvmirvh93,2022-12-07 13:06:20+00:00,Aduhai kenapalah mamat tu ckp mcm tu dkt laki aku..terus anxiety attack dia ..kwaja betui
7944,prikichann,2022-12-07 13:06:07+00:00,anxiety gw suka kambuh lagi :(
7945,traguydlw,2022-12-07 12:58:07+00:00,"pok ame ame, belalang kupu kupu
siang makan nasi, kalo malem anxiety 

chuakzzz"
7946,sindyamani,2022-12-07 12:52:48+00:00,@lacostinaaa @shuttleark tetap anxiety meskipun kayaraya :’)) https://t.co/rdwoxb5tDr
7947,eunikero,2022-12-07 12:50:34+00:00,"@BanyuSadewa Butterfly on stomach tuh tanda anxiety thdp ancaman, lha kok malah dianggep pertanda baik 😅😅 ckckck.."
7948,nzltrrhmh12,2022-12-07 12:42:39+00:00,Anxiety tuh engap bgt ya rasanya :)
7949,mindtropic84,2022-12-07 12:26:03+00:00,"Say NO to #Anxiety #Depression #Insomnia 

Hampir berada dalam situasi ketiga-tiga diatas disebabkan oleh pressure rakan sekerja yang toxic. 

Tapi, Allah beri kekuatan untuk sabar. 1st step yang boleh cuba, cari kawan yang tepat untuk mendengar luahan ❤️"
7950,Jangmirse,2022-12-07 12:22:56+00:00,"1. Diteror sama tempat kerja lama yg bikin mental down, anxiety kambuh.
2. Dikata²in sama petugas pafi
3. Dibilang fakir cinta
4. Sepertinya akan kehilangan tempat cerita
Ahaha, kira² apalagi yang akan terjadi hari ini ya? Masih 4½ jam lagi nih :)"
7951,Ju0_0514,2022-12-07 12:20:55+00:00,"Selagi kau masih muda, masih ada tenaga, ada duit dan ada masa, kau pergi lah traveling cari pengalaman, luas pemandangan. Jangan duk terperap je dekat rumah. Otak pun tak berkembang, stress, depression, anxiety pun boleh dapat. Nikmati hidup ini, pergi travel."
7952,flamedupelmo,2022-12-07 12:20:37+00:00,"sengaja nyari cafe yang sepi, tapi pas sepi malah anxiety soalnya diliatin terus sama staff nya🫠🫠🫠 maap ya mas jam segini baru nyampe, ujan abisnya baru bisa keluar"
7953,inikomedo,2022-12-07 12:11:53+00:00,"anxiety terbesar gue adalah health anxiety. gue takut gue sakit. gue takut minus gue nambah banyak bgt, gue takut pas ct scan ternyata ada masalah, kaya.. takut akan kesehatan tuh bener2 nyeremin bgt"
7954,NNzakaria,2022-12-07 12:06:45+00:00,"Nangis teruk?
2 tahun lepas sebab anxiety relapse teruk, macam nak pecah kepala."
7955,zulfaqar9918,2022-12-07 11:43:47+00:00,"Pernah pergi ke klinik dan Dr suspek ada anxiety atau adik beradik dia. Dr tanya ""awak ada apa2 masalah nak cerita dekat saya?"" Aku jawablah tak. Sebab kita in denial kan? Lepastu Dr cakap, kita ada banyak jenis rawatan. And he proceed to explain one by one option that i have."
7956,216juta,2022-12-07 11:37:36+00:00,@JitumboWutombo @fnf____ @tekupla @mokede_ @sbyfess Minimal anxiety. Parahnya bisa sampe gila dan meninggal krn gangguan mental
7957,ftyaliz,2022-12-07 11:34:48+00:00,ngeaktifin centang biru setelah sekian lama ternyata bikin anxiety
7958,BaseAnakFK,2022-12-07 11:32:54+00:00,"Dok aku lg isip. Pas poli, ternyata aku kasih obat kategori D topikal ke pasien yg lagi hamil t2 (aku tau setelah ngasih aku baru cek). Aku ngerasa bersalah bgt. Gimana ya cara coping-nya? Jujur jd lemes dan anxiety bgt, gak bisa fokus. Rasanya gak pantes bgt kemarin  (cont..)"
7959,hestilidya,2022-12-07 11:30:07+00:00,Mari buang anxiety hari ini dengan berenang saja https://t.co/4hk9HfaAqr
7960,vespereargentum,2022-12-07 11:26:01+00:00,@Momchikotwitch Uwuwuwuwuwuwu graciaaaass!! ❤❤❤❤❤ Es que jaja my anxiety
7961,diniesyz,2022-12-07 11:16:02+00:00,"Nanti lah ada kereta sendiri baru ambik lesen kereta balik huhuhu skrg ni ada laki, biar lah dia bawak gi memana. Plus, bukannya tak reti bawak kereta, sampai ke Penang dah pun. Tp bila nak belajar manual balik tu..and dpt cikgu pulak garang nak mampos. Anxiety teruk, panic lg."
7962,theskyiispink,2022-12-07 11:11:52+00:00,@fizaabrar05 Aaj btaya hy or itna ziada hai or sb k differential diagnosis b include 😭 khali anxiety me e aagy se 5 disorder or hain sb krna hai
7963,ketanpunekarrr,2022-12-07 11:11:39+00:00,"@dopa_detoxe @dudeitsokay Same here, Dr ne bola anxiety hai, but aisa kuch nahi hai Marnewale hai apan sab 😇"
7964,middlekiddoos,2022-12-07 11:05:07+00:00,sp yg anxiety kl buka wassap? sy
7965,12risss,2022-12-07 10:58:20+00:00,Udah hampir 2 tahun. Anxiety kambuh lagi🙃
7966,Love_Nana98,2022-12-07 10:56:19+00:00,"Adakah Diya ni ada anxiety atau panic attack sebab trauma dengan bapak tiri dia? Sebab bila nampak bapak tiri dia, terus dia macam sesak nafas sebab rasa takut sangat.

Apapun Isyariana memang watak Diya dengan baik 👏
Especially scene sedih&amp;trauma
@Isyariana

#LukaDiHatiDiya"
7967,hexsperus,2022-12-07 10:49:12+00:00,"@virtuaIbase @katxpris Papa emang sebetulnya punya soft spot sama prompt pregnant wife, memanjakan mama yang ngidam, rewel. Iya, papa suka banget disusahin sama pasangan papa. Papa bisa dibilang galak, tapi penyabar, papa bakalan kasih reassurance words ketika kamu anxiety dan tantrum. — https://t.co/6MIIUK9loq"
7968,sonsomething,2022-12-07 10:32:37+00:00,@rvlvt Anxiety tingkat tinggi klo lagi spiral bawa mereka trus barbara gue jadiin barbara EM 😭
7969,RadenRoro93,2022-12-07 10:32:28+00:00,"Tia Caroline tidak pernah punya Tatto,dilarang keras bokap nyokap,even d Jerman selalu diawasi kerabatx,yg pernah punya Tattoo Chaley Luci.ana W. dan Yashmin Annshella, Mr. Queen Korean Movie,your anxiety girlzz👀"
7970,littlelionxbear,2022-12-07 10:31:54+00:00,"this anxiety disorder or phobia or whatever the name, kenapa harus kambuh sih yaallah..
apa gara2 belom makan ya, trs mag ku kambuh. makanya this 'thing' jg ikut kambuh. ditambah lagi 'cerita' di grup kkn itu 🙂. shit."
7971,wonwoobeat,2022-12-07 10:28:27+00:00,anxiety level gue kalau di rumah tinggi ternyata
7972,ChrisSimwira,2022-12-07 10:21:04+00:00,"@collegemenfess saya juga sem 14 dan lg stress bgt karna lg banyak masalah mulai dr anxiety smpe masalah keluarga yg ngga habis habis. Saya cuma bisa bilang ""semangat! Kita pasti bisa kok. Setidaknya kita bisa bikin mereka (keluarga) bahagia karna kita. """
7973,softieblueee,2022-12-07 10:14:12+00:00,"@milkboysetter Tkut sbenernya, skrg aku ngerasa ada rasa anxiety pas buka line, tp aku selali ngerasa ngobrol sm banyak org tu asik ditambah ak sayag bgt sm go, dulu aku bangun go sendirian 🥲"
7974,by070820,2022-12-07 10:01:49+00:00,"@balqisamanan @KucingGangster_ Serious question. How about yg org x kena diagnose anxiety and all, blh ka kita saja2 nk consume ? Mcm tipikal stress kt tmpat kerja gitu.."
7975,nidz193,2022-12-07 09:55:31+00:00,"@BiggBoss_Tak Ye nimmo aur sajid ko nikalo bahr.. ye faltu ki bakwas suru ki abdu ke saath. Sb to mst h bs abdu suffer kr rha h. dimag khrab krke rkha h. lelo trp isse bhi 😠
Ye anxiety ki devi ki wjh se abdu depress ho ayega😠😤
Plzz @BeingSalmanKhan #AbduRozik  ko samjhaiye. Ye accha nhi h😕"
7976,equeen_esmae,2022-12-07 09:49:18+00:00,Tatau lah apa yang triggered aku . Tiba² je anxiety . Nafas laju nak mampos . Try tanak panic . Breath in breath out . Tangan shaking . Padahal takda pikir pape pon . Elok je borak dengan si adeq tadi . Aku ingat sebab nak berak je tadi . Lepas berak dah lega sikit . Relax kin 🥲
7977,EshA_00000,2022-12-07 09:47:29+00:00,Ye har kam ay pehly Jo anxiety hoti hai na jaan ly lygi ik din Meri 😭
7978,gethuk096,2022-12-07 09:28:59+00:00,Hari-hari anxiety https://t.co/Z391fH3VXv
7979,pinkycypherr,2022-12-07 09:22:25+00:00,"buat org yg ngetawain ak tremor krn anxiety, emg ad yg lucu?"
7980,miel_flaneur,2022-12-07 09:21:45+00:00,@CNNIndonesia PENJARA AJA DAH. GW PUNYA ANXIETY LIAT MAYAT BERURAI ANGGOTA TUBUHNYA. JADI BEREFEK MUNTAH
7981,sleepyaliien,2022-12-07 09:08:06+00:00,tak kelakar anxiety datang time sorang sorang jaga kedai damn
7982,chukichaa,2022-12-07 09:00:05+00:00,plis kalau ada penelitian hugging cat can reduce stress and anxiety aku siap jadi subject nya 🐱🐈
7983,balqisamanan,2022-12-07 08:53:58+00:00,@KucingGangster_ recommended untuk yg ada stres &amp; anxiety. Dia mcm ubat penenag natural kot. 😂 Cuba dalam 2 bulan gitu nk tgk berkesan atau tak.
7984,happytree11_,2022-12-07 08:53:48+00:00,Ternyata bukan anxiety guys… it’s a stomach bug that’s going around the school krn banyak bgt jd symptomsnya sama
7985,rmarrths,2022-12-07 08:51:55+00:00,lagi di tahap manage anxiety ku tiap denger suara marah2 satu sisi aku harus tegar kalau di fitnah 🙃 takut kebablasan kalau aku udh dalam mode sumbu pendek 🥹
7986,Pvt_insaann,2022-12-07 08:51:43+00:00,@alinayaar Why 😭😭😭Meko anxiety horahi thi to clg se bhg ke aya hu.
7987,Eeqraa05,2022-12-07 08:48:38+00:00,Ab to ** zyada sy zyada kya ho jai ga** kehny sy bhi anxiety kam nahi hoti😭
7988,syafiq_hai,2022-12-07 08:47:44+00:00,"Member klu tak angkat call kita banyak kali, anxiety level aq naik level dewa2 doe"
7989,heecloudyseung,2022-12-07 08:46:00+00:00,GW GAK SUKA PAS GW NANYA KE DOSEN TTG SESUATU TRS DIA JAWAB DAN DI FORWARD KE KELAS BUAT NGASIH TAU LIKE GW MALUUUU 😭😭😭 TOLONG ANXIETY GW SKY ROCKETED 😭😭😭
7990,naanaayyyyy,2022-12-07 08:43:05+00:00,"hidup dengan penyakit anxiety disorder bener bener cape banget. gabisa kontrol apapun. rasanya sakit banget 
2hari ini gilaaa 🤯 https://t.co/iFKj33qrIz"
7991,Ammma_N________,2022-12-07 08:37:11+00:00,@Anxiety_and_Me0 shukur kro.......
7992,rismatgd,2022-12-07 08:27:47+00:00,"Hari ini sudah 2 kali mengalami anxiety disorder yang mengakibatkan muntah muntah sampai lemas. Tiap kali buka email rasanya asli mau muntah, mana kerjaan disana semua 😭😭"
7993,Reem_arkable,2022-12-07 08:13:47+00:00,@Khaanzaahraa Yar anxiety khatm hojati hy par akhir main ya ni khatm hota😭
